,source_collider_name,target_collider_name,ColliderBoundsCenter.x,ColliderBoundsCenter.y,ColliderBoundsCenter.z,transformed_collidercenter_x,transformed_collidercenter_y
211,TaskBuilding_29,TaskBuilding_29,32.79361343383789,8.603904724121094,158.7840118408203,2183.494494356208,2702.0336087849364
212,TaskBuilding_3,TaskBuilding_3,133.01303100585938,7.4029541015625,28.84263801574707,2596.9344822927146,2165.157167202
213,TaskBuilding_30,TaskBuilding_30,38.798423767089844,5.234082221984863,68.04755401611328,2208.660641314419,2327.442749324906
214,TaskBuilding_31,TaskBuilding_31,5.937710762023926,5.0466389656066895,-0.4098975658416748,2073.487760690893,2045.2788700541628
215,TaskBuilding_32,TaskBuilding_32,-3.333012342453003,0.5401525497436523,-255.8872833251953,2036.5992648930082,993.1444865553067
216,TaskBuilding_33,TaskBuilding_33,-6.148923397064209,4.344009399414063,-62.91694259643555,2023.9758887692083,1787.6402665915393
217,TaskBuilding_34,TaskBuilding_34,-36.32555770874024,7.075362205505371,136.05038452148438,1898.3415732791384,2608.8037153645328
218,TaskBuilding_35,TaskBuilding_35,-72.5422592163086,6.850490093231201,53.21768188476562,1749.3201696659205,2267.0219459793425
219,TaskBuilding_36,TaskBuilding_36,-51.155738830566406,4.593470573425293,-142.6034393310547,1838.8552538256367,1459.396542955135
220,TaskBuilding_37,TaskBuilding_37,-43.53242492675781,0.5041046142578125,-206.2279052734375,1870.681287639507,1197.4027999965806
221,TaskBuilding_38,TaskBuilding_38,-73.11088562011719,7.611976623535156,225.7325439453125,1745.8009515131096,2979.894877788466
222,TaskBuilding_39,TaskBuilding_39,-69.81210327148439,3.709461927413941,-65.89832305908203,1761.3929312658154,1775.5561444161858
223,TaskBuilding_4,TaskBuilding_4,45.8657455444336,0.8871684074401855,-122.19831085205078,2238.5960238632833,1543.316951983004
224,TaskBuilding_40,TaskBuilding_40,-110.28414154052734,7.979228973388673,137.35040283203122,1592.7826045915601,2614.867718418845
225,TaskBuilding_41,TaskBuilding_41,-141.29397583007812,8.494577407836914,61.51132583618164,1465.197246383621,2301.749509525237
226,TaskBuilding_42,TaskBuilding_42,-134.27241516113278,6.724177360534668,-4.547709465026856,1494.7578407470733,2028.924957764868
227,TaskBuilding_43,TaskBuilding_43,-133.73048400878906,7.392538070678711,-53.73505401611328,1497.3952785730694,1825.9387760303334
228,TaskBuilding_44,TaskBuilding_44,-125.4189453125,5.564156532287598,-129.80360412597656,1532.328936226249,1512.219745438023
229,TaskBuilding_45,TaskBuilding_45,-153.61904907226562,5.415101051330566,-203.0352783203125,1416.4975763221112,1210.4385030004296
230,TaskBuilding_46,TaskBuilding_46,-196.5953521728516,11.235241889953613,93.03152465820312,1236.1965770132592,2432.4227189902394
231,TaskBuilding_47,TaskBuilding_47,-189.6977844238281,5.869166374206543,-22.361103057861328,1265.8124294406975,1955.6518801471216
232,TaskBuilding_48,TaskBuilding_48,-195.6370086669922,7.350956439971924,-130.43405151367188,1242.272936851901,1509.7077237865692
233,TaskBuilding_5,TaskBuilding_5,-15.425823211669922,2.320032119750977,34.16613006591797,1985.1888299282991,2188.0204127484126
234,TaskBuilding_50,TaskBuilding_50,-237.3728485107422,8.486185073852539,18.52446746826172,1068.1836205103941,2124.769167979388
235,TaskBuilding_51,TaskBuilding_51,-238.28868103027344,9.141199111938477,180.34019470214844,1062.7118692168376,2793.966394158007
236,TaskBuilding_52,TaskBuilding_52,-247.1856689453125,4.570367813110352,54.48939514160156,1027.1870275333135,2273.4706829491097
237,TaskBuilding_53,TaskBuilding_53,-272.73309326171875,6.480216503143311,-177.39727783203125,923.9759955312746,1316.0537295510808
238,TaskBuilding_54,TaskBuilding_54,-335.7575378417969,7.647439956665039,61.26736068725586,660.159156469366,2302.1180069302945
239,TaskBuilding_55,TaskBuilding_55,-334.6470031738281,8.003196716308594,-5.076360702514648,665.5918567043778,2027.7553064922927
